timestamp,freq_mhz,perf_pct,usage_pct,temp_c
2026-02-25 07:59:38,2500,151.6,98.3,-1
2026-02-25 07:59:44,2500,151.6,35.6,93
2026-02-25 07:59:47,2500,148.6,37,-1
2026-02-25 07:59:52,2500,152.1,18.2,97
2026-02-25 07:59:55,2500,148.7,49.7,-1
2026-02-25 08:00:00,2500,144.3,100,98
2026-02-25 08:00:04,2500,144.4,100,-1
2026-02-25 08:00:09,2500,142.8,100,98
2026-02-25 08:00:13,2500,143.4,100,-1
2026-02-25 08:00:18,2500,140.1,94.1,100
2026-02-25 08:00:22,2500,146.3,98.1,-1
2026-02-25 08:00:26,2500,147.8,94.3,97
2026-02-25 08:00:30,2500,143.8,98.9,-1
2026-02-25 08:00:34,2500,148.2,86,98
2026-02-25 08:00:39,2500,152.5,59.5,-1
2026-02-25 08:00:43,2500,146,90.7,96
2026-02-25 08:00:47,2500,140.7,97.6,-1
2026-02-25 08:00:51,2500,149.6,84.7,100
2026-02-25 08:00:55,2500,143.4,96.7,-1
2026-02-25 08:00:59,2500,141.3,97.3,96
2026-02-25 08:01:04,2500,144.3,97.7,-1
2026-02-25 08:01:08,2500,145,93.2,98
2026-02-25 08:01:12,2500,145.7,76,-1
2026-02-25 08:01:16,2500,154.6,60.8,97
2026-02-25 08:01:21,2500,144.4,60.7,-1
2026-02-25 08:01:24,2500,149.4,59.1,100
2026-02-25 08:01:29,2500,141.8,70.3,-1
2026-02-25 08:01:32,2500,140.9,96.9,98
2026-02-25 08:01:37,2500,147.8,72.3,-1
2026-02-25 08:01:41,2500,149,63.2,96
2026-02-25 08:01:46,2500,161.3,37.7,-1
2026-02-25 08:01:49,2500,152.8,41.6,98
2026-02-25 08:01:54,2500,152.7,76.5,-1
2026-02-25 08:01:57,2500,153.3,27.1,98
2026-02-25 08:02:02,2500,146.5,66.5,-1
2026-02-25 08:02:06,2500,154.2,39.9,96
2026-02-25 08:02:11,2500,152.7,58.6,-1
2026-02-25 08:02:14,2500,155.5,18.5,94
2026-02-25 08:02:19,2500,149.7,46.3,-1
2026-02-25 08:02:22,2500,151.1,45.6,100
2026-02-25 08:02:27,2500,152,24.6,-1
2026-02-25 08:02:30,2500,156.1,20,92
2026-02-25 08:02:36,2500,167.5,34.9,-1
2026-02-25 08:02:38,2500,184.4,22.6,97
2026-02-25 08:02:44,2500,192.2,21.7,-1
2026-02-25 08:02:47,2500,174.8,62.3,97
2026-02-25 08:02:52,2500,186.2,32,-1
2026-02-25 08:02:55,2500,170.7,36,96
2026-02-25 08:03:01,2500,163.7,69,-1
2026-02-25 08:03:03,2500,169.5,54.6,99
2026-02-25 08:03:09,2500,163.9,57.4,-1
2026-02-25 08:03:12,2500,173.7,23.7,92
2026-02-25 08:03:17,2500,182.4,25.8,-1
2026-02-25 08:03:20,2500,195.1,15.7,94
2026-02-25 08:03:26,2500,182.3,38.9,-1
2026-02-25 08:03:28,2500,179.6,30.2,93
2026-02-25 08:03:34,2500,157.7,34,-1
2026-02-25 08:03:36,2500,160.1,55.8,94
2026-02-25 08:03:42,2500,175,25.4,-1
2026-02-25 08:03:45,2500,165.6,27.8,93
2026-02-25 08:03:51,2500,166.4,36.7,-1
2026-02-25 08:03:53,2500,183,19,93
2026-02-25 08:03:59,2500,170.1,34,-1
2026-02-25 08:04:01,2500,180.7,32.4,99
2026-02-25 08:04:07,2500,184.6,48,-1
2026-02-25 08:04:09,2500,179.3,37.1,95
2026-02-25 08:04:16,2500,172,25.4,-1
2026-02-25 08:04:18,2500,177,31.7,96
2026-02-25 08:04:24,2500,180.3,19,-1
2026-02-25 08:04:26,2500,152.9,33.6,89
2026-02-25 08:04:32,2500,182.1,51.6,-1
2026-02-25 08:04:35,2500,174.3,48.7,97
2026-02-25 08:04:40,2500,155.9,74.5,-1
2026-02-25 08:04:43,2500,164.9,69,96
2026-02-25 08:04:49,2500,161.6,75.7,-1
2026-02-25 08:04:51,2500,162.8,67.6,96
2026-02-25 08:04:57,2500,164.6,65,-1
2026-02-25 08:05:00,2500,164,70.4,96
2026-02-25 08:05:06,2500,162.9,71.9,-1
2026-02-25 08:05:09,2500,161.1,80.2,96
2026-02-25 08:05:14,2500,163.5,68.6,-1
2026-02-25 08:05:17,2500,162.8,71.9,96
2026-02-25 08:05:23,2500,162,76.7,-1
2026-02-25 08:05:26,2500,161.6,73,96
2026-02-25 08:05:31,2500,161.2,68.8,-1
2026-02-25 08:05:34,2500,162.8,71.4,100
2026-02-25 08:05:39,2500,156.6,67.1,-1
2026-02-25 08:05:42,2500,162.7,68.2,97
2026-02-25 08:05:48,2500,164.4,61.1,-1
2026-02-25 08:05:51,2500,164.3,62.9,97
2026-02-25 08:05:56,2500,161.8,63,-1
2026-02-25 08:05:59,2500,166.2,70,96
2026-02-25 08:06:05,2500,165.6,62,-1
2026-02-25 08:06:08,2500,153.6,88.7,99
2026-02-25 08:06:13,2500,160.1,68.2,-1
2026-02-25 08:06:16,2500,163.9,73.4,98
2026-02-25 08:06:21,2500,166.2,87.3,-1
2026-02-25 08:06:24,2500,158.7,89.9,99
2026-02-25 08:06:30,2500,157.5,82.4,-1
2026-02-25 08:06:34,2500,153.7,85.9,99
2026-02-25 08:06:39,2500,158.8,65.9,-1
2026-02-25 08:06:42,2500,156.6,84.5,99
2026-02-25 08:06:48,2500,153.4,79.9,-1
2026-02-25 08:06:51,2500,160.7,74.9,96
2026-02-25 08:06:56,2500,159.6,79.6,-1
2026-02-25 08:06:59,2500,157.1,76.5,97
2026-02-25 08:07:05,2500,158.2,70.2,-1
2026-02-25 08:07:08,2500,160.8,77.7,99
2026-02-25 08:07:13,2500,156.9,82.2,-1
2026-02-25 08:07:16,2500,-1,-1,97
2026-02-25 08:07:21,2500,158.5,79,-1
2026-02-25 08:07:23,2500,160.5,75.3,96
2026-02-25 08:07:30,2500,153,75.3,-1
2026-02-25 08:07:32,2500,159,69.6,96
2026-02-25 08:07:38,2500,156.5,80.6,-1
2026-02-25 08:07:40,2500,155.8,67.3,97
2026-02-25 08:07:47,2500,154.5,75.9,-1
2026-02-25 08:07:48,2500,158.2,69.5,98
2026-02-25 08:07:55,2500,159.4,66.9,-1
2026-02-25 08:07:57,2500,158.4,64.1,97
2026-02-25 08:08:03,2500,160.1,66.2,-1
2026-02-25 08:08:05,2500,163.8,67.8,97
2026-02-25 08:08:12,2500,160.5,66.7,-1
2026-02-25 08:08:13,2500,160.9,66.1,99
2026-02-25 08:08:20,2500,150,65.7,-1
2026-02-25 08:08:22,2500,163,60.9,99
2026-02-25 08:08:28,2500,163.9,73.9,-1
2026-02-25 08:08:30,2500,159.4,70.1,99
2026-02-25 08:08:37,2500,163.2,71.2,-1
2026-02-25 08:08:38,2500,161.4,68.5,99
2026-02-25 08:08:45,2500,162.9,70.4,-1
2026-02-25 08:08:47,2500,162.8,73.6,99
2026-02-25 08:08:54,2500,150.7,70.4,-1
2026-02-25 08:08:55,2500,147.5,93.2,97
2026-02-25 08:09:02,2500,155.7,78.8,-1
2026-02-25 08:09:03,2500,153.3,66,97
2026-02-25 08:09:11,2500,153.1,46.5,-1
2026-02-25 08:09:12,2500,154.2,60.2,96
2026-02-25 08:09:20,2500,141.9,88.3,-1
2026-02-25 08:09:21,2500,146.5,85.1,97
2026-02-25 08:09:28,2500,143.3,85.6,-1
2026-02-25 08:09:30,2500,145.7,58.4,97
2026-02-25 08:09:36,2500,140.7,92.6,-1
2026-02-25 08:09:38,2500,136.6,99.6,97
2026-02-25 08:09:46,2500,146.3,47,-1
2026-02-25 08:09:46,2500,148.3,47,89
2026-02-25 08:09:54,2500,140.2,95.4,-1
2026-02-25 08:09:55,2500,139,69.7,94
2026-02-25 08:10:02,2500,143.7,81.4,-1
2026-02-25 08:10:03,2500,138.6,81,96
2026-02-25 08:10:11,2500,143.9,44.9,-1
2026-02-25 08:10:11,2500,148.1,49.8,96
2026-02-25 08:10:19,2500,146.5,71.2,-1
2026-02-25 08:10:20,2500,146.5,83.9,94
2026-02-25 08:10:27,2500,149.2,31,-1
2026-02-25 08:10:28,2500,150.3,35.2,97
2026-02-25 08:10:36,2500,148.8,88.2,-1
2026-02-25 08:10:37,2500,139.3,55.4,90
2026-02-25 08:10:44,2500,148.7,57.9,-1
2026-02-25 08:10:45,2500,147.1,80.9,98
2026-02-25 08:10:53,2500,139.4,73.5,-1
2026-02-25 08:10:54,2500,139,49.1,97
2026-02-25 08:11:02,2500,153,47.5,-1
2026-02-25 08:11:02,2500,153.9,60.5,90
2026-02-25 08:11:10,2500,139.1,54.2,-1
2026-02-25 08:11:11,2500,144.4,37.1,91
2026-02-25 08:11:18,2500,151.5,14.9,-1
2026-02-25 08:11:19,2500,161.6,11.7,98
2026-02-25 08:11:27,2500,148.1,15.4,-1
2026-02-25 08:11:27,2500,155.8,19.8,89
2026-02-25 08:11:35,2500,153.6,17.4,-1
2026-02-25 08:11:36,2500,158.1,20.6,96
2026-02-25 08:11:43,2500,148.2,29.8,-1
2026-02-25 08:11:44,2500,146.2,30.7,98
2026-02-25 08:11:51,2500,147.7,34.4,-1
2026-02-25 08:11:52,2500,146.3,50.2,97
2026-02-25 08:12:00,2500,157.3,36.2,-1
2026-02-25 08:12:00,2500,150.1,42.4,94
2026-02-25 08:12:08,2500,149,39.2,-1
2026-02-25 08:12:09,2500,146.8,30.8,96
2026-02-25 08:12:16,2500,139.8,99.9,-1
2026-02-25 08:12:17,2500,140.5,100,93
2026-02-25 08:12:25,2500,141.4,100,-1
2026-02-25 08:12:26,2500,140.1,100,93
2026-02-25 08:12:33,2500,138.7,98.8,-1
2026-02-25 08:12:34,2500,138.5,98.8,93
2026-02-25 08:12:42,2500,140.9,98,-1
2026-02-25 08:12:43,2500,140.6,99.6,96
2026-02-25 08:12:51,2500,138.4,99.6,-1
2026-02-25 08:12:51,2500,140.1,99.9,98
2026-02-25 08:13:00,2500,135.8,97.6,-1
2026-02-25 08:13:00,2500,135.4,97.4,97
2026-02-25 08:13:08,2500,139.3,97.9,96
2026-02-25 08:13:08,2500,139.4,97.8,-1
2026-02-25 08:13:17,2500,140,96.2,94
2026-02-25 08:13:17,2500,140.4,95.4,-1
2026-02-25 08:13:25,2500,138.9,99.8,97
2026-02-25 08:13:26,2500,138.3,99.8,-1
2026-02-25 08:13:34,2500,139.1,98.7,97
2026-02-25 08:13:34,2500,139.3,97.9,-1
2026-02-25 08:13:42,2500,136.4,99.3,96
2026-02-25 08:13:43,2500,136.3,99,-1
2026-02-25 08:13:51,2500,136.7,99.2,96
2026-02-25 08:13:51,2500,135.5,99.6,-1
2026-02-25 08:13:59,2500,143.7,98.3,98
2026-02-25 08:13:59,2500,137.5,95.8,-1
2026-02-25 08:14:07,2500,147.9,81.5,96
2026-02-25 08:14:08,2500,140.2,86.8,-1
2026-02-25 08:14:16,2500,136.8,50.3,97
2026-02-25 08:14:16,2500,142.7,51.4,-1
2026-02-25 08:14:24,2500,144,78.3,96
2026-02-25 08:14:24,2500,142.4,67.3,-1
2026-02-25 08:14:32,2500,142.2,64.5,100
2026-02-25 08:14:33,2500,142.2,64.5,-1
2026-02-25 08:14:41,2500,142.1,76.4,94
2026-02-25 08:14:41,2500,142.5,76.5,-1
2026-02-25 08:14:50,2500,140.8,88.4,98
2026-02-25 08:14:50,2500,140.8,88.4,-1
2026-02-25 08:14:58,2500,149.8,47.1,92
2026-02-25 08:14:58,2500,149.6,47.1,-1
2026-02-25 08:15:06,2500,149.6,27.5,96
2026-02-25 08:15:06,2500,148.5,27.1,-1
2026-02-25 08:15:15,2500,138.6,39.3,100
2026-02-25 08:15:15,2500,138.8,32.1,-1
2026-02-25 08:15:23,2500,140.6,65.1,98
2026-02-25 08:15:23,2500,136.9,62.5,-1
2026-02-25 08:15:31,2500,149.6,27.1,98
2026-02-25 08:15:31,2500,147.6,27.2,-1
2026-02-25 08:15:40,2500,145.4,36.6,94
2026-02-25 08:15:40,2500,145.3,32.4,-1
2026-02-25 08:15:48,2500,151.1,33.2,98
2026-02-25 08:15:48,2500,151,37.9,-1
2026-02-25 08:15:56,2500,152.6,25.1,98
2026-02-25 08:15:56,2500,150.8,21.7,-1
2026-02-25 08:16:04,2500,148.9,36.8,96
2026-02-25 08:16:05,2500,148.2,41.4,-1
2026-02-25 08:16:13,2500,149.7,32.8,97
2026-02-25 08:16:13,2500,147.9,32.7,-1
2026-02-25 08:16:21,2500,146.3,28.1,96
2026-02-25 08:16:21,2500,149.7,27.5,-1
2026-02-25 08:16:29,2500,156.3,36.9,97
2026-02-25 08:16:29,2500,149.4,35.5,-1
2026-02-25 08:16:37,2500,142.6,100,100
2026-02-25 08:16:38,2500,141.5,100,-1
2026-02-25 08:16:46,2500,140.6,100,100
2026-02-25 08:16:46,2500,141.3,100,-1
2026-02-25 08:16:54,2500,140.8,99.5,96
2026-02-25 08:16:55,2500,141.5,99.8,-1
2026-02-25 08:17:03,2500,143.3,93.8,96
2026-02-25 08:17:04,2500,144.1,97.1,-1
2026-02-25 08:17:11,2500,141.9,97.2,97
2026-02-25 08:17:12,2500,142.7,98.7,-1
2026-02-25 08:17:20,2500,140.7,98.3,97
2026-02-25 08:17:21,2500,141.1,97.8,-1
2026-02-25 08:17:28,2500,140.9,97.9,96
2026-02-25 08:17:29,2500,141.5,99.1,-1
2026-02-25 08:17:37,2500,149.9,76.2,98
2026-02-25 08:17:37,2500,152.1,57.3,-1
2026-02-25 08:17:45,2500,137.4,99.6,95
2026-02-25 08:17:46,2500,138.8,99.2,-1
2026-02-25 08:17:53,2500,137.8,99.5,96
2026-02-25 08:17:54,2500,139.3,99.6,-1
2026-02-25 08:18:02,2500,139.2,97.6,98
2026-02-25 08:18:03,2500,140,91.8,-1
2026-02-25 08:18:10,2500,142,85.8,97
2026-02-25 08:18:11,2500,140.5,90,-1
2026-02-25 08:18:19,2500,150.5,98.5,98
2026-02-25 08:18:19,2500,141.4,64,-1
2026-02-25 08:18:27,2500,156.9,41.6,97
2026-02-25 08:18:28,2500,152.4,46.8,-1
2026-02-25 08:18:35,2500,143.2,62.2,97
2026-02-25 08:18:36,2500,141.3,54.5,-1
2026-02-25 08:18:44,2500,141.1,78.3,97
2026-02-25 08:18:44,2500,144,69.5,-1
2026-02-25 08:18:52,2500,145,80.8,96
2026-02-25 08:18:53,2500,145.3,82.5,-1
2026-02-25 08:19:00,2500,147,51.3,96
2026-02-25 08:19:01,2500,150.3,49.5,-1
2026-02-25 08:19:09,2500,146.9,42.2,91
2026-02-25 08:19:09,2500,147.6,61.9,-1
2026-02-25 08:19:17,2500,149.2,26.2,100
2026-02-25 08:19:18,2500,151.7,38.6,-1
2026-02-25 08:19:25,2500,154,42.3,99
2026-02-25 08:19:26,2500,154.1,46.2,-1
2026-02-25 08:19:33,2500,136.4,85.6,97
2026-02-25 08:19:34,2500,140,84.3,-1
2026-02-25 08:19:42,2500,155.1,46,94
2026-02-25 08:19:43,2500,149.6,87.2,-1
2026-02-25 08:19:50,2500,143.3,66.6,97
2026-02-25 08:19:51,2500,145.1,80.7,-1
2026-02-25 08:19:58,2500,147.6,41,97
2026-02-25 08:19:59,2500,158.5,35.9,-1
2026-02-25 08:20:07,2500,170.4,17,100
2026-02-25 08:20:07,2500,171.9,18.1,-1
2026-02-25 08:20:15,2500,144.2,34.8,98
2026-02-25 08:20:16,2500,141.6,22.1,-1
2026-02-25 08:20:23,2500,150.5,25,93
2026-02-25 08:20:24,2500,151.2,14.5,-1
2026-02-25 08:20:32,2500,163,13.4,84
2026-02-25 08:20:32,2500,170,15.6,-1
2026-02-25 08:20:40,2500,175.6,24.1,100
2026-02-25 08:20:40,2500,159.9,9.3,-1
2026-02-25 08:20:48,2500,170.8,6.5,87
2026-02-25 08:20:49,2500,163.9,5.6,-1
2026-02-25 08:20:56,2500,156.5,31.5,98
2026-02-25 08:20:57,2500,163.7,29,-1
2026-02-25 08:21:04,2500,170.1,31.8,91
2026-02-25 08:21:05,2500,161.8,34.5,-1
2026-02-25 08:21:13,2500,165.3,7.9,96
2026-02-25 08:21:13,2500,178.6,7.7,-1
2026-02-25 08:21:21,2500,179.8,11.6,84
2026-02-25 08:21:22,2500,179.5,14.5,-1
2026-02-25 08:21:29,2500,170.1,14,98
2026-02-25 08:21:30,2500,167.6,6.6,-1
2026-02-25 08:21:37,2500,173.2,17.3,97
2026-02-25 08:21:38,2500,180.7,26.8,-1
2026-02-25 08:21:45,2500,173.2,14.8,100
2026-02-25 08:21:46,2500,162.6,26,-1
2026-02-25 08:21:54,2500,168.3,27.3,97
2026-02-25 08:21:54,2500,166.2,26.2,-1
2026-02-25 08:22:02,2500,181.1,8.1,79
2026-02-25 08:22:02,2500,185.1,5.4,-1
2026-02-25 08:22:10,2500,177.6,2.7,81
2026-02-25 08:22:11,2500,176,2.2,-1
2026-02-25 08:22:18,2500,180.2,3.5,76
2026-02-25 08:22:19,2500,175.2,20.9,-1
2026-02-25 08:22:27,2500,163.9,25.7,97
2026-02-25 08:22:27,2500,172.5,32.7,-1
2026-02-25 08:22:35,2500,171.3,12.4,80
2026-02-25 08:22:35,2500,170.6,9,-1
2026-02-25 08:22:43,2500,191.2,8.7,81
2026-02-25 08:22:44,2500,190.7,11.5,-1
2026-02-25 08:22:51,2500,183.8,2.4,100
2026-02-25 08:22:52,2500,180.8,2.8,-1
2026-02-25 08:22:59,2500,185.8,7.5,80
2026-02-25 08:23:00,2500,189,14.1,-1
2026-02-25 08:23:08,2500,181.1,28.3,97
2026-02-25 08:23:08,2500,177.6,20.5,-1
2026-02-25 08:23:16,2500,169.4,18.9,86
2026-02-25 08:23:17,2500,169.3,10.8,-1
2026-02-25 08:23:24,2500,170.9,6.2,77
2026-02-25 08:23:25,2500,176.7,9.9,-1
2026-02-25 08:23:32,2500,176.3,13.3,79
2026-02-25 08:23:33,2500,185.7,10.9,-1
2026-02-25 08:23:41,2500,179.6,4.9,85
2026-02-25 08:23:41,2500,175.5,4.9,-1
2026-02-25 08:23:49,2500,176.8,13.9,96
2026-02-25 08:23:49,2500,169.6,23.4,-1
2026-02-25 08:23:57,2500,165.2,25.4,85
2026-02-25 08:23:58,2500,163.1,15.9,-1
2026-02-25 08:24:05,2500,163.2,2.5,85
2026-02-25 08:24:06,2500,172.4,4.8,-1
2026-02-25 08:24:13,2500,177.1,14.2,95
2026-02-25 08:24:14,2500,175.8,11,-1
2026-02-25 08:24:22,2500,191,2.5,81
2026-02-25 08:24:22,2500,174.5,5.4,-1
2026-02-25 08:24:30,2500,184.9,5.6,79
2026-02-25 08:24:31,2500,174.3,13.9,-1
2026-02-25 08:24:38,2500,180.9,24.1,96
2026-02-25 08:24:39,2500,167.3,23.4,-1
2026-02-25 08:24:46,2500,166.5,15.1,93
2026-02-25 08:24:47,2500,173.2,8.1,-1
2026-02-25 08:24:54,2500,163.6,4.7,85
2026-02-25 08:24:55,2500,185.7,5.4,-1
2026-02-25 08:25:03,2500,158.4,52.2,97
2026-02-25 08:25:03,2500,153.8,66.3,-1
2026-02-25 08:25:11,2500,174.5,11,82
2026-02-25 08:25:12,2500,172.2,11.2,-1
2026-02-25 08:25:19,2500,177.6,13.6,78
2026-02-25 08:25:20,2500,179,22.9,-1
2026-02-25 08:25:27,2500,154.5,29.8,97
2026-02-25 08:25:28,2500,149.8,46,-1
2026-02-25 08:25:36,2500,149.5,19.8,96
